scorer,,,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth
labeled-data,20220318_1626_SW_0037,img15588.png,244.98146057128906,256.93231201171875,248.05947875976562,216.15098571777344,287.38311767578125,253.59803771972656,286.2648620605469,191.18295288085938,331.080756547137,181.21724646144935,353.4369812011719,220.85340881347656,354.1520855385385,249.2654571533203
labeled-data,20220318_1626_SW_0037,img17870.png,242.2499542236328,256.3028564453125,246.92657470703125,215.2097625732422,286.26873779296875,255.17709350585938,286.60943603515625,192.6248321533203,332.594075711134,190.4744086809855,351.3502021380167,218.16191338664714,354.5304619579773,252.1072481347062
labeled-data,20220318_1626_SW_0037,img19413.png,234.40359497070312,254.67724609375,247.2439727783203,217.87376403808594,278.16168212890625,260.07904052734375,285.6254577636719,195.90899658203125,327.9528503417969,194.7938690185547,354.35302734375,221.51377868652344,356.43866965019413,249.2696533203125
labeled-data,20220318_1626_SW_0037,img25984.png,255.09365844726562,252.47869873046875,250.8167724609375,210.9418182373047,292.9869689941406,240.50241088867188,285.3233337402344,181.30023193359375,325.1585998535156,180.79539489746094,,,,
labeled-data,20220318_1626_SW_0037,img26225.png,258.021484375,258.6412048339844,248.90277099609375,216.6089630126953,293.56494140625,239.60516357421875,284.995849609375,182.57998657226562,331.07414878212614,191.11571790444015,,,,
labeled-data,20220318_1626_SW_0037,img26463.png,250.7545928955078,253.16299438476562,249.2279052734375,211.42037963867188,289.0511474609375,244.67637634277344,284.1812744140625,182.6072540283203,324.05438232421875,176.96336364746094,,,,
labeled-data,20220318_1626_SW_0037,img28150.png,244.78909301757812,254.80264282226562,247.9914093017578,213.2624053955078,285.05523681640625,251.78440856933594,284.5207824707031,186.59231567382812,323.7789306640625,176.49851989746094,,,,
labeled-data,20220318_1626_SW_0037,img28357.png,244.366943359375,253.96267700195312,247.2509002685547,211.9630126953125,283.3197326660156,252.07427978515625,285.12750244140625,186.9830780029297,323.92431640625,176.76588439941406,,,,
labeled-data,20220318_1626_SW_0037,img28688.png,246.20034790039062,242.09259033203125,249.7505645751953,199.2246551513672,284.487548828125,238.24281311035156,286.87841796875,175.82562255859375,326.8454284667969,178.52908325195312,,,,
labeled-data,20220318_1626_SW_0037,img31098.png,234.89073181152344,240.14747619628906,244.82644653320312,199.71578979492188,273.8976135253906,242.76382446289062,286.80474853515625,181.264892578125,,,,,,
labeled-data,20220318_1626_SW_0037,img31177.png,246.3842010498047,245.5550079345703,245.9764862060547,203.5475616455078,286.4836730957031,238.23806762695312,286.1591491699219,178.3928985595703,327.80059814453125,182.06239318847656,,,,
labeled-data,20220318_1626_SW_0037,img33702.png,238.28964233398438,244.7996368408203,243.4542999267578,207.35980224609375,279.2755432128906,244.49118041992188,284.2341613769531,181.32142639160156,,,,,,
labeled-data,20220318_1626_SW_0037,img38140.png,241.6019744873047,237.1272735595703,252.93727111816406,200.5061492919922,278.5237731933594,242.1926727294922,287.52178955078125,178.072021484375,,,,,,
labeled-data,20220318_1626_SW_0037,img40367.png,249.69003295898438,237.002685546875,246.37387084960938,198.7683868408203,298.47088623046875,227.43118286132812,283.7838134765625,169.9326171875,324.353271484375,180.4463653564453,,,,
labeled-data,20220318_1626_SW_0037,img40389.png,249.7783660888672,238.1547393798828,252.87722778320312,195.94412231445312,285.2071838378906,232.92001342773438,287.2046813964844,172.8588104248047,,,,,,
labeled-data,20220318_1626_SW_0037,img41967.png,233.5719757080078,236.957763671875,242.6611328125,201.3144989013672,273.2217712402344,242.987548828125,282.9665222167969,179.79684448242188,,,,,,
labeled-data,20220318_1626_SW_0037,img43152.png,233.67103576660156,237.58843994140625,242.1924591064453,200.68150329589844,272.32110595703125,243.5407257080078,282.8484802246094,180.25094604492188,324.7769470214844,176.42117309570312,,,,
labeled-data,20220318_1626_SW_0037,img46298.png,232.68466186523438,238.5671844482422,242.4801483154297,201.65126037597656,272.9756774902344,245.6120147705078,283.449462890625,180.964599609375,324.9092102050781,178.44683837890625,,,,
labeled-data,20220318_1626_SW_0037,img47055.png,233.0586395263672,237.10585021972656,242.02980041503906,200.1905059814453,271.885986328125,245.57139587402344,284.5542907714844,181.0062713623047,,,,,,
labeled-data,20220318_1626_SW_0037,img48242.png,260.24468994140625,243.1853485107422,251.65757751464844,207.5321502685547,298.8371276855469,224.04527282714844,270.853271484375,164.84738159179688,224.37060546875,161.4599151611328,200.5682830810547,180.38194274902344,166.54681396484375,193.11366271972656
labeled-data,20220318_1626_SW_0037,img48265.png,313.0748291015625,259.02679443359375,271.9964904785156,246.304931640625,309.33465576171875,222.0439453125,268.5828247070312,191.38789895332155,222.3058326185266,160.66708264457844,205.92812557908775,178.62582710600947,,
labeled-data,20220318_1626_SW_0037,img48422.png,362.47076416015625,398.3152770996094,332.8692932128906,367.17877197265625,378.8917541503906,361.39154052734375,339.9173583984375,296.3647155761719,,,,,,
labeled-data,20220318_1626_SW_0037,img48582.png,464.83740234375,198.98178100585938,466.8301086425781,251.1193389892578,424.3893127441406,232.54464721679688,421.2264404296875,275.6573181152344,390.33917236328125,297.9568786621094,355.9058527005823,311.1067945057939,313.46538221926636,316.37044223543535
labeled-data,20220318_1626_SW_0037,img50541.png,228.39752197265625,215.16921997070312,255.57481384277344,185.93923950195312,263.81524658203125,233.41184997558594,303.64300537109375,194.08738708496094,339.7735595703125,200.7165069580078,369.7113858523487,233.60795830852214,395.6230809102873,257.9816231875533
labeled-data,20220318_1626_SW_0037,img50739.png,235.20706176757812,216.95074462890625,257.6260681152344,184.54473876953125,271.3663635253906,230.73260498046875,306.7742004394531,189.61920166015625,344.63612246927414,201.33467453821692,362.23732684326257,220.3412889694601,385.26494344646284,245.74332060055713
labeled-data,20220318_1626_SW_0037,img50921.png,231.60142517089844,196.52655029296875,263.77325439453125,177.49888610839844,254.95896911621094,225.72560119628906,308.2293395996094,198.963623046875,346.849365234375,200.06036376953125,375.7271292203589,222.49099180714813,403.06399241452107,258.34300997180463
labeled-data,20220318_1626_SW_0037,img52049.png,284.8980407714844,166.4613494873047,288.2873840332031,201.63839721679688,248.56370544433594,176.97921752929688,247.28599548339844,225.20083618164062,213.89402770996094,258.0038757324219,180.53683471679688,243.08377075195312,166.13567117011843,226.11013556354823
labeled-data,20220318_1626_SW_0037,img52992.png,328.4336242675781,192.01792907714844,303.7449035644531,218.299560546875,293.76190185546875,175.11831665039062,250.99346923828125,212.12374877929688,227.71018981933594,256.4748229980469,227.92816162109375,301.08819580078125,247.49877767646524,322.59605199525606
labeled-data,20220318_1626_SW_0037,img53500.png,216.5532989501953,262.01123046875,226.22845458984375,220.00094604492188,255.0336151123047,262.1804504394531,263.12762451171875,196.60816955566406,257.2725830078125,153.07220458984375,,,,
labeled-data,20220318_1626_SW_0037,img54451.png,246.01942443847656,184.3959197998047,282.55731201171875,194.4284210205078,243.83148193359375,218.42794799804688,294.1261901855469,241.77084350585938,326.3785095214844,271.7322082519531,351.99522404517177,289.6433216709045,388.9350926290373,287.0590191910909
labeled-data,20220318_1626_SW_0037,img56476.png,247.59764099121094,185.2299041748047,280.3481140136719,196.7760467529297,240.39361572265625,209.3634033203125,276.9606018066406,243.73016357421875,307.1705815667871,296.0879169616704,343.7758267115149,295.0969325762496,376.6165284714116,284.8130034938908
labeled-data,20220318_1626_SW_0037,img57082.png,233.36756896972656,166.176025390625,267.93475341796875,163.5403594970703,237.12334330265668,200.05998691316978,296.64874267578125,187.71827697753906,,,,,,
labeled-data,20220318_1626_SW_0037,img57483.png,293.4191589355469,153.0685577392578,300.9685363769531,190.19667053222656,263.1641845703125,165.08990478515625,254.64505004882812,214.2669219970703,258.4561767578125,255.8330841064453,,,,
labeled-data,20220318_1626_SW_0037,img58083.png,297.196533203125,207.12074279785156,267.2018737792969,241.82022094726562,257.60699462890625,198.36163330078125,221.57020568847656,219.95477294921875,186.93309020996094,220.8887176513672,,,,
labeled-data,20220318_1626_SW_0037,img58385.png,296.4889831542969,201.20672607421875,272.5229797363281,237.08554077148438,257.25189208984375,194.31072998046875,225.5850067138672,221.37721252441406,184.6976318359375,223.87327575683594,,,,
labeled-data,20220318_1626_SW_0037,img58686.png,279.33660888671875,190.8064422607422,266.03033447265625,223.5934295654297,240.93380737304688,189.52381896972656,217.3009033203125,225.3910369873047,179.2755584716797,244.41278076171875,,,,
labeled-data,20220318_1626_SW_0037,img59460.png,298.3973388671875,191.81777954101562,268.83013916015625,218.3401641845703,264.4602966308594,176.76031494140625,222.52833557128906,210.90347290039062,185.18603515625,240.19386291503906,,,,
labeled-data,20220318_1626_SW_0037,img59680.png,277.00836181640625,186.2806396484375,259.44464111328125,215.6599578857422,238.10275268554688,178.4953155517578,214.33062744140625,215.40188598632812,173.76967333091147,233.92298717889526,,,285.6518859863281,202.16285705566406
labeled-data,20220318_1626_SW_0037,img59850.png,263.20196533203125,297.1988525390625,251.10977172851562,260.50347900390625,302.0189208984375,271.205810546875,278.7966003417969,217.54989624023438,304.7889099121094,189.55130004882812,,,,
labeled-data,20220318_1626_SW_0037,img59955.png,308.2410888671875,283.5630187988281,276.1857604980469,271.6845397949219,308.9062805175781,242.20263671875,264.63482666015625,218.48934936523438,234.53575134277344,195.73886108398438,206.3006134033203,184.8609619140625,179.58872985839844,175.54165649414062
labeled-data,20220318_1626_SW_0037,img60679.png,301.4394836425781,384.5696716308594,274.8264465332031,344.18316650390625,319.45843505859375,350.5777587890625,285.5040588378906,265.594482421875,293.25788637189214,216.16479971983318,290.873345199956,189.1469780251103,283.4142533963822,168.0067555087952
labeled-data,20220318_1626_SW_0037,img60923.png,165.0971221923828,295.39483642578125,182.1712646484375,258.2087707519531,205.25291442871094,302.45263671875,233.48446655273438,252.01841735839844,275.532308133009,230.93147862578616,296.0855349701668,214.9566223479472,322.537394107725,196.74633455750893
labeled-data,20220318_1626_SW_0037,img60962.png,157.66029357910156,264.8388977050781,185.75326538085938,239.10389709472656,185.4303741455078,291.2080383300781,235.3194122314453,252.86073303222656,275.9979553222656,230.23858642578125,306.30572509765625,206.1349639892578,345.0453186035156,185.99073791503906
labeled-data,20220318_1626_SW_0037,img61581.png,141.55294799804688,385.0457763671875,138.195556640625,337.8828430175781,175.68885803222656,366.52471923828125,200.98825073242188,294.4986267089844,236.94888305664062,246.3744659423828,251.29840087890625,213.83277893066406,255.5976104736328,185.89016723632812
labeled-data,20220318_1626_SW_0037,img63641.png,398.9801330566406,190.9054718017578,434.3359680175781,174.57296752929688,427.48681640625,219.00901794433594,467.1990661621094,222.38929748535156,468.1408386230469,268.612060546875,471.03076171875,304.1292419433594,467.43585205078125,346.89495849609375
labeled-data,20220318_1626_SW_0037,img64711.png,486.419677734375,276.4036560058594,440.2358703613281,257.075927734375,478.40106201171875,230.0613555908203,404.6034240722656,220.78448486328125,365.6776123046875,224.2255859375,327.88690185546875,237.74612426757812,299.0214538574219,262.76580810546875
labeled-data,20220318_1626_SW_0037,img65275.png,241.59033203125,320.8031005859375,226.2611846923828,287.7883605957031,277.1817932128906,299.6768798828125,279.5355224609375,244.89935302734375,305.1436767578125,210.35104370117188,322.3689675017566,193.11731660573082,342.3844750909574,184.11994458901046
labeled-data,20220318_1626_SW_0037,img65815.png,323.427490234375,143.7277069091797,344.0517883300781,171.00894165039062,300.451904296875,169.5677947998047,328.96435546875,214.90480041503906,355.0738830566406,255.618408203125,394.5568542480469,274.4326477050781,423.3976745605469,284.7020263671875
labeled-data,20220318_1626_SW_0037,img66373.png,197.6922149658203,368.8923034667969,,,218.56582641601562,396.1061096191406,267.20184326171875,353.376708984375,327.03289794921875,343.1971130371094,361.3694763183594,333.89434814453125,396.73626708984375,321.7348327636719
labeled-data,20220318_1626_SW_0037,img67158.png,144.1539764404297,324.39910888671875,152.6602783203125,302.3345947265625,180.85731568052694,348.18613963801675,217.5076904296875,307.44366455078125,273.0638122558594,294.2445373535156,310.89581298828125,296.5320129394531,342.9416198730469,310.79718017578125
labeled-data,20220318_1626_SW_0037,img67492.png,451.0316467285156,263.9527282714844,473.23406982421875,291.8114318847656,426.4955749511719,288.3244934082031,443.07485667233357,331.15221112655996,423.2982482910156,369.3814392089844,406.09010500056513,402.44934063571947,372.1863470734371,418.68334924018893
labeled-data,20220318_1626_SW_0037,img68978.png,320.00592041015625,335.955810546875,303.2432556152344,387.53369140625,271.0035400390625,354.885986328125,250.42002516881428,398.6519000571647,,,,,,
labeled-data,20220318_1626_SW_0037,img69108.png,312.0646667480469,329.6918640136719,312.0598449707031,369.1135559082031,277.320556640625,342.4367370605469,263.61614990234375,383.9237060546875,,,,,,
labeled-data,20220318_1626_SW_0037,img69165.png,298.4598083496094,325.5601806640625,309.02288818359375,362.0247802734375,266.52191162109375,344.60491943359375,264.7149963378906,387.4552001953125,,,,,,
labeled-data,20220318_1626_SW_0037,img69991.png,286.5115661621094,318.4878845214844,295.12774658203125,351.3056335449219,251.82015991210938,330.99383544921875,254.81520080566406,380.0760803222656,301.18829345703125,406.2705993652344,332.5650329589844,418.9244689941406,,
labeled-data,20220318_1626_SW_0037,img70225.png,351.5030212402344,344.7869873046875,335.898193359375,370.8474426269531,317.9163513183594,335.1395263671875,277.80517578125,371.3028869628906,,,,,,
labeled-data,20220318_1626_SW_0037,img70338.png,338.3949279785156,346.8598327636719,324.1539001464844,382.24835205078125,299.3608703613281,340.2789001464844,271.99139404296875,378.6676940917969,240.1733856201172,391.3204040527344,,,,
labeled-data,20220318_1626_SW_0037,img70938.png,348.27471923828125,385.6737060546875,299.5549011230469,402.572265625,304.95062959401207,355.0251265199243,261.6553649902344,376.30511474609375,,,,,,
labeled-data,20220318_1626_SW_0037,img71411.png,391.274658203125,327.7428283691406,381.1353759765625,357.957275390625,355.8304748535156,326.903076171875,319.5009460449219,367.28271484375,273.50982666015625,377.1874694824219,247.1980438232422,386.8546447753906,218.3389434814453,395.1587219238281
labeled-data,20220318_1626_SW_0037,img71786.png,376.4836120605469,160.11830139160156,413.758544921875,144.896728515625,398.466796875,187.83059692382812,448.06646728515625,180.6591033935547,475.01873779296875,210.86444091796875,483.61968994140625,244.27781677246094,479.9303289400427,281.1199564223869
labeled-data,20220318_1626_SW_0037,img73341.png,224.95257568359375,205.701904296875,231.72000122070312,239.78529357910156,194.9544219970703,219.45730590820312,189.03829956054688,271.1756896972656,172.72488640910808,313.99281192239914,,,,
labeled-data,20220318_1626_SW_0037,img74736.png,242.54905700683594,109.42001342773438,264.3684387207031,138.62216186523438,215.5291748046875,127.86811828613281,224.3289031982422,179.26365661621094,214.3204803466797,233.0960693359375,213.3125762939453,276.0914611816406,216.06985473632812,308.89105224609375
labeled-data,20220318_1626_SW_0037,img75170.png,354.2782897949219,87.89341735839844,375.4340515136719,110.25938415527344,330.1564636230469,112.5632095336914,367.9779968261719,150.5421600341797,376.806396484375,189.78048706054688,347.43195939301233,218.91117089025022,,
labeled-data,20220318_1626_SW_0037,img75205.png,403.7307268691651,3.0449856061235323,416.9828637628325,46.03161449823119,368.399007351759,34.19020964608518,369.66607666015625,100.95182800292969,362.3981628417969,132.83316040039062,361.70870382318276,173.46844658307333,350.7933660494177,203.72208991595016
labeled-data,20220318_1626_SW_0037,img75590.png,278.4309997558594,383.2962951660156,312.56488037109375,363.56939697265625,304.92919921875,408.0884094238281,358.804931640625,385.35125732421875,402.2210388183594,372.03973388671875,430.66564486396857,360.2244920564974,452.56809469902214,343.3653370517639
labeled-data,20220318_1626_SW_0037,img76066.png,159.27313232421875,336.1645202636719,206.48193359375,320.0950012207031,197.87583923339844,376.6444091796875,241.32464599609375,351.9310607910156,277.13259926326214,350.0882064462053,310.91046628701054,354.28056502105017,,
labeled-data,20220318_1626_SW_0037,img77177.png,267.7770690917969,273.6456298828125,292.35870361328125,297.3946838378906,243.56675720214844,300.62969970703125,262.48443603515625,343.4971008300781,,,,,,
labeled-data,20220318_1626_SW_0037,img77409.png,251.5662078857422,270.87335205078125,281.7991638183594,290.3393249511719,239.65736389160156,299.9981384277344,266.2365417480469,343.7493591308594,272.2974548339844,382.67645263671875,,,,
labeled-data,20220318_1626_SW_0037,img77706.png,254.36387634277344,252.78848266601562,273.6809387207031,282.3804931640625,225.87692260742188,278.8352355957031,253.3602752685547,324.742431640625,265.38397216796875,369.9250183105469,271.791015625,404.6754455566406,296.6970520019531,429.0815124511719
labeled-data,20220318_1626_SW_0037,img78164.png,222.9477081298828,227.29136657714844,269.76373291015625,256.14794921875,218.25177001953125,282.1337585449219,256.08197021484375,306.4681091308594,266.36151123046875,339.50860595703125,284.47796630859375,362.444091796875,302.02705264505533,388.5165469918599
labeled-data,20220318_1626_SW_0037,img78706.png,308.21600341796875,247.0401611328125,298.9891357421875,286.8233947753906,271.760009765625,248.56271362304688,243.5587158203125,294.4648132324219,209.74064697935506,325.21953936842,198.5972760143742,350.7393130463387,209.50432949977903,390.490443061644
labeled-data,20220318_1626_SW_0037,img78769.png,327.6562805175781,270.56951904296875,307.61431884765625,307.53643798828125,294.98992919921875,257.3319091796875,247.87570190429688,295.7895202636719,209.38519287109375,312.8570861816406,179.75791744324948,337.21030048872933,,
labeled-data,20220318_1626_SW_0037,img79785.png,377.7162170410156,280.21978759765625,347.1532287597656,305.53778076171875,328.6884460449219,265.4808044433594,300.17779541015625,303.1956787109375,269.07293701171875,318.0180969238281,247.22935718815512,342.9729309082031,225.19242900420164,367.228925668857
labeled-data,20220318_1626_SW_0037,img80040.png,355.7982177734375,111.76395416259766,390.66656494140625,119.38117218017578,351.25830078125,145.66294860839844,392.2592468261719,174.119140625,405.1816711425781,225.55160522460938,418.5166931152344,262.2940673828125,419.307861328125,298.0621337890625
labeled-data,20220318_1626_SW_0037,img81454.png,123.53591918945312,267.18267822265625,149.6990966796875,253.46267700195312,137.77064514160156,289.5855407714844,174.2296905517578,277.89453125,251.2423553466797,285.7927551269531,281.023681640625,279.76593017578125,306.5296325683594,275.8312072753906
labeled-data,20220318_1626_SW_0037,img81763.png,245.4405059814453,389.4851379394531,228.10292053222656,356.9222106933594,269.6849060058594,368.3348693847656,272.17791748046875,312.7175598144531,302.720458984375,281.9414367675781,,,,
labeled-data,20220318_1626_SW_0037,img81910.png,401.0051574707031,92.05467224121094,432.72100830078125,112.07733917236328,388.26214599609375,127.53691101074219,431.5098876953125,164.01846313476562,452.1809387207031,211.67337036132812,458.43121337890625,246.56454467773438,451.15277099609375,285.80718994140625
labeled-data,20220318_1626_SW_0037,img83088.png,304.09527587890625,156.9134521484375,340.9637451171875,152.1559600830078,315.8653564453125,188.61669921875,377.2059020996094,183.7578887939453,410.3082580566406,203.9978485107422,,,,
labeled-data,20220318_1626_SW_0037,img83611.png,,,326.8559265136719,169.47552490234375,370.3539733886719,189.0255889892578,365.3857727050781,141.94090270996094,,,,,,
labeled-data,20220318_1626_SW_0037,img83929.png,256.89175942695437,234.67566792781213,269.1675109863281,182.5320587158203,291.6570751164136,238.51925241088907,317.70245361328125,166.86541748046875,351.39613109309494,140.49946831828777,363.3999540598795,114.70484933546061,399.90586211190555,102.7573758887313
labeled-data,20220318_1626_SW_0037,img84097.png,200.72537231445312,336.4400939941406,216.04135131835938,279.72265625,255.4820098876953,311.7294921875,278.99420166015625,241.2530975341797,315.4615173339844,186.06082153320312,336.8280029296875,160.6389617919922,358.5744934082031,130.91998291015625
labeled-data,20220318_1626_SW_0037,img84422.png,358.8642883300781,291.0887451171875,385.6415710449219,317.2742919921875,336.4286193847656,314.04388427734375,344.77459716796875,359.32415771484375,315.6096496582031,387.0892333984375,273.7428262701253,409.50042278829636,,
labeled-data,20220318_1626_SW_0037,img85323.png,336.9190368652344,244.85035705566406,366.4327392578125,267.9198303222656,316.2900390625,270.272705078125,344.2591857910156,315.05657958984375,361.0959777832031,356.87884521484375,390.9432823717078,368.21318017280606,,
labeled-data,20220318_1626_SW_0037,img86024.png,435.638916015625,360.74029541015625,419.8782043457031,329.3672790527344,461.7965393066406,340.14013671875,448.9957275390625,284.2337951660156,448.49151611328125,233.8966064453125,448.0891118067306,200.81415183611398,,
labeled-data,20220318_1626_SW_0037,img87159.png,219.44630432128906,179.31358337402344,251.13185119628906,167.68736267089844,231.94776916503906,210.36268615722656,296.8856506347656,184.883544921875,328.6600341796875,149.6878204345703,362.9075927734375,135.47409057617188,408.8262716049569,133.3786326643787
labeled-data,20220318_1626_SW_0037,img87650.png,230.12933349609375,331.94085693359375,284.1697998046875,314.367919921875,261.6763610839844,370.11407470703125,290.9049095101709,355.5323978807406,334.3915710449219,347.8143615722656,370.28925882851365,347.0215097224583,403.597250265729,338.795114391792
labeled-data,20220318_1626_SW_0037,img88166.png,499.205322265625,215.1335906982422,451.1866455078125,223.3759307861328,468.51751708984375,188.30674743652344,406.2032165527344,187.26141357421875,359.80621337890625,186.9670867919922,326.61627197265625,205.1135711669922,301.5958557128906,227.34060668945312
labeled-data,20220318_1626_SW_0037,img88208.png,582.7547153982777,158.37233322962322,515.734130859375,198.06109619140625,506.8541259765625,137.01528930664062,460.38031005859375,190.30130004882812,420.19720458984375,197.87657165527344,383.76934814453125,203.03726196289062,337.3974609375,212.3826446533203
labeled-data,20220318_1626_SW_0037,img88306.png,426.9001159667969,451.5655212402344,372.4539489746094,416.1488037109375,413.13330078125,395.2256164550781,377.5262756347656,346.5801696777344,368.09796142578125,293.1411437988281,351.9814758300781,262.86639404296875,319.90093994140625,243.7129669189453
labeled-data,20220318_1626_SW_0037,img88520.png,140.076416015625,282.77783203125,175.79196166992188,274.01446533203125,151.42874145507812,315.5537414550781,213.5336456298828,311.7774963378906,273.064208984375,316.5732727050781,311.3712463378906,295.5565490722656,338.4771728515625,261.50823974609375
labeled-data,20220318_1626_SW_0037,img88921.png,181.1598663330078,133.5100555419922,196.37635803222656,167.08055114746094,149.24856567382812,164.49656677246094,165.19224548339844,214.41098022460938,161.3079833984375,275.0970458984375,160.7504119873047,317.0470886230469,188.6405487060547,343.1470947265625
labeled-data,20220318_1626_SW_0037,img89890.png,324.87075510983357,202.62604639192915,285.5250244140625,173.8043975830078,325.13665771484375,148.67164611816406,278.4294128417969,120.81532287597656,,,,,,
labeled-data,20220318_1626_SW_0038,img00284.png,208.9336535256507,347.94529559710315,259.43394139571524,330.8403593830491,242.32900518166116,387.8568134298961,,,,,,,,
labeled-data,20220318_1626_SW_0038,img02846.png,,,,,,,,,,,,,,
labeled-data,20220318_1626_SW_0038,img03443.png,369.3942456289203,367.49379412745077,353.103830186964,396.00202115087427,333.55533165661643,359.3485864064726,284.6840853307475,391.9294172903852,225.22406896760702,382.1551680252114,,,,
labeled-data,20220318_1626_SW_0038,img04491.png,,,,,,,,,,,,,,
labeled-data,20220318_1626_SW_0038,img07175.png,,,,,,,,,,,,,,
labeled-data,20220318_1626_SW_0038,img09142.png,211.37721584194418,251.83184448956098,244.77256749795458,206.21868125208334,264.32106602830214,242.05759522438723,296.08737614011693,182.59757886124675,332.7408108845186,148.38770643313848,,,,
labeled-data,20220318_1626_SW_0038,img09247.png,176.3528226417381,285.22719614557144,228.48215205599826,292.55788309445177,191.82871731159656,316.99350625738623,248.84517135844368,325.13871397836436,,,,,,
labeled-data,20220318_1626_SW_0038,img12457.png,266.76462834459556,288.4852792339627,226.85311051180264,287.67075846186486,253.73229599103053,251.83184448956098,216.26434047453102,226.5817005545287,,,,,,
labeled-data,20220318_1626_SW_0038,img16906.png,,,,,,,,,,,,,,
labeled-data,20220318_1626_SW_0038,img18419.png,147.84459561831454,391.11489651828737,178.79638495803152,354.46146177388573,201.60296657677037,385.41325111360266,221.15146510711793,334.9129632435381,245.5870882700524,298.2595284991364,,,,
labeled-data,20220318_1626_SW_0038,img19928.png,304.23258386109507,353.6469410017879,268.39366988879124,365.8647525832551,284.6840853307475,333.2839216993425,213.8207781582376,326.76775552256,204.0465288930638,285.2271961455714,,,,
labeled-data,20220318_1626_SW_0038,img20032.png,410.1202842338111,172.00880882397513,425.59617890366957,215.99293051725715,382.42657798248536,204.58963970788773,404.41863882912634,262.4206145268326,385.68466107087664,310.47734008060365,,,,
labeled-data,20220318_1626_SW_0038,img24397.png,232.55475591648735,145.94414411684505,265.13558680039995,161.42003878670351,223.5950274234114,175.26689191236636,255.3613375352262,220.0655343777462,252.1032544468349,277.89650919669106,,,,
labeled-data,20220318_1626_SW_0038,img31004.png,217.07886124662883,218.43649283355057,264.32106602830214,198.88799430320302,255.3613375352262,246.13019908487632,296.90189691221474,229.83978364292,,,,,,
labeled-data,20220318_1626_SW_0038,img40744.png,,,,,,,372.65232871731155,343.0581709645163,,,,,,
labeled-data,20220318_1626_SW_0038,img42263.png,471.20934214114726,160.6055180146057,432.11234508045214,171.19428805187732,454.9189266991909,134.54085330747563,393.01534801975697,125.58112481439969,332.7408108845186,106.03262628405213,,,,
labeled-data,20220318_1626_SW_0038,img51165.png,248.0306505863458,342.2436501924185,221.96598587921574,324.3241932062665,261.8775037120087,312.92090239689713,243.14352595375897,250.20280294536536,267.57914911669343,207.03320202418115,,,,
labeled-data,20220318_1626_SW_0038,img54137.png,388.12822338717007,226.5817005545287,423.96713735947395,211.10580588467025,415.00740886639795,259.16253143844136,461.43509287597345,242.05759522438717,,,,,,
